"C:\Users\korna\Documents\Учёба\Проектная практика\TrackingOptimization\venv\Scripts\python.exe" "C:/Users/korna/Documents/Учёба/Проектная практика/TrackingOptimization/main.py"
OpenCV v4.1.0

|   iter    |  target   | maxLevel  | maxMed... | points... | termCr... | termCr... |  winSize  | winSiz... |
|  223      |  0.492    |  2.9      |  12.57    |  8.051    |  0.534    |  40.83    |  80.96    |  44.38    |
|  224      |  0.5088   |  6.338    |  6.649    |  7.176    |  0.4228   |  42.64    |  82.95    |  44.95    |
|  225      |  0.4504   |  8.682    |  7.612    |  11.48    |  0.2484   |  36.16    |  6.954    |  61.19    |
|  226      |  0.4938   |  3.717    |  11.33    |  7.721    |  0.1715   |  44.88    |  81.22    |  41.94    |
|  227      |  0.5056   |  2.488    |  12.41    |  8.966    |  0.4305   |  45.18    |  83.87    |  46.7     |
|  228      |  0.501    |  5.595    |  9.231    |  5.776    |  0.4768   |  49.16    |  89.6     |  49.43    |
|  229      |  0.5008   |  4.33     |  15.4     |  5.328    |  0.2408   |  45.09    |  83.07    |  49.14    |
|  230      |  0.4931   |  7.447    |  11.19    |  19.71    |  0.1525   |  48.45    |  44.8     |  84.78    |
|  231      |  0.4891   |  5.494    |  7.334    |  6.268    |  0.4646   |  42.26    |  83.98    |  44.3     |
|  232      |  0.4887   |  3.538    |  10.55    |  8.863    |  0.2332   |  48.12    |  81.92    |  44.02    |
|  233      |  0.5091   |  2.268    |  15.05    |  18.87    |  0.4442   |  15.17    |  42.14    |  83.31    |
|  234      |  0.4864   |  6.594    |  15.5     |  17.93    |  0.2583   |  43.83    |  79.22    |  28.0     |
|  235      |  0.5063   |  9.381    |  6.387    |  7.732    |  0.4558   |  11.28    |  80.99    |  46.57    |
|  236      |  0.5012   |  8.546    |  10.44    |  16.54    |  0.1894   |  37.52    |  48.83    |  54.37    |
|  237      |  0.5158   |  5.296    |  12.8     |  12.62    |  0.4528   |  39.34    |  21.14    |  32.43    |
|  238      |  0.4978   |  5.177    |  10.98    |  7.874    |  0.1647   |  47.41    |  85.76    |  40.76    |
|  239      |  0.4795   |  2.72     |  15.26    |  14.12    |  0.5351   |  14.44    |  98.42    |  90.97    |
|  240      |  0.497    |  4.147    |  17.9     |  13.58    |  0.4476   |  37.2     |  14.17    |  82.14    |
|  241      |  0.5039   |  8.206    |  12.83    |  17.97    |  0.3391   |  34.67    |  48.46    |  52.88    |
|  242      |  0.5104   |  5.69     |  14.94    |  8.635    |  0.3336   |  48.97    |  50.18    |  57.99    |
|  243      |  0.5072   |  6.178    |  9.38     |  8.102    |  0.4466   |  47.32    |  86.56    |  43.73    |
|  244      |  0.5018   |  9.101    |  12.2     |  13.05    |  0.469    |  24.86    |  76.6     |  82.42    |
|  245      |  0.4926   |  6.193    |  18.65    |  17.29    |  0.2929   |  49.73    |  85.56    |  21.39    |
|  246      |  0.5081   |  3.947    |  15.21    |  10.15    |  0.3631   |  45.3     |  82.49    |  47.24    |
|  247      |  0.5194   |  8.445    |  15.33    |  19.54    |  0.4572   |  34.7     |  45.87    |  53.66    |
|  248      |  0.4945   |  5.355    |  19.97    |  5.794    |  0.3331   |  36.41    |  41.84    |  98.67    |
|  249      |  0.5079   |  3.231    |  19.8     |  10.97    |  0.1978   |  24.49    |  17.73    |  66.69    |
|  250      |  0.4829   |  7.986    |  12.8     |  7.506    |  0.5843   |  44.99    |  82.67    |  32.08    |
|  251      |  0.4985   |  3.833    |  16.15    |  11.47    |  0.3625   |  42.06    |  82.04    |  49.72    |
|  252      |  0.5096   |  5.252    |  7.971    |  12.99    |  0.3875   |  48.37    |  84.4     |  39.24    |
|  253      |  0.4987   |  3.951    |  8.524    |  10.72    |  0.2473   |  49.11    |  88.33    |  48.76    |
|  254      |  0.4958   |  5.275    |  5.381    |  11.17    |  0.4995   |  49.31    |  89.88    |  46.99    |
|  255      |  0.5027   |  2.165    |  15.76    |  6.254    |  0.18     |  43.85    |  83.55    |  50.07    |
|  256      |  0.4905   |  5.14     |  15.25    |  6.732    |  0.3609   |  12.97    |  82.61    |  95.68    |
|  257      |  0.4963   |  4.016    |  16.1     |  5.112    |  0.245    |  46.94    |  83.06    |  49.04    |
|  258      |  0.5011   |  4.443    |  10.69    |  14.37    |  0.3564   |  46.79    |  87.18    |  46.86    |
|  259      |  0.5047   |  2.925    |  9.216    |  8.066    |  0.299    |  41.74    |  84.39    |  46.62    |
|  260      |  0.5002   |  7.828    |  16.03    |  17.96    |  0.3412   |  18.39    |  23.16    |  88.88    |
|  261      |  0.4699   |  9.542    |  7.209    |  12.88    |  0.5202   |  36.32    |  8.4      |  30.34    |
|  262      |  0.4624   |  6.626    |  7.575    |  8.759    |  0.5956   |  48.73    |  86.91    |  45.74    |
|  263      |  0.5113   |  3.12     |  12.9     |  11.45    |  0.555    |  35.35    |  23.15    |  86.41    |
|  264      |  0.4897   |  7.652    |  12.28    |  15.36    |  0.5043   |  41.26    |  9.555    |  53.91    |
|  265      |  0.5102   |  5.916    |  15.9     |  19.9     |  0.3212   |  23.22    |  41.47    |  45.82    |
|  266      |  0.4967   |  6.071    |  12.57    |  19.3     |  0.2744   |  49.63    |  95.05    |  70.89    |
|  267      |  0.493    |  5.319    |  10.81    |  11.77    |  0.2971   |  38.13    |  67.36    |  80.15    |
|  268      |  0.4901   |  3.717    |  19.33    |  6.158    |  0.1533   |  33.92    |  97.05    |  33.97    |
|  269      |  0.5167   |  6.999    |  11.82    |  7.388    |  0.4157   |  48.94    |  19.81    |  51.99    |
|  270      |  0.5046   |  4.893    |  19.48    |  15.71    |  0.33     |  45.4     |  88.11    |  41.68    |
|  271      |  0.4804   |  4.973    |  16.27    |  14.37    |  0.4277   |  44.35    |  8.726    |  31.57    |
|  272      |  0.4856   |  2.434    |  14.65    |  11.19    |  0.5688   |  46.29    |  81.62    |  47.17    |
|  273      |  0.4923   |  6.561    |  6.658    |  7.96     |  0.1717   |  47.83    |  84.89    |  42.85    |
|  274      |  0.5074   |  7.485    |  11.38    |  7.542    |  0.388    |  47.14    |  16.43    |  30.03    |
|  275      |  0.4899   |  3.18     |  13.26    |  17.3     |  0.543    |  21.08    |  93.84    |  65.3     |
|  276      |  0.4935   |  4.938    |  8.011    |  6.904    |  0.1678   |  45.53    |  89.07    |  42.36    |
|  277      |  0.4708   |  4.696    |  6.675    |  17.65    |  0.5943   |  26.68    |  8.977    |  43.89    |
|  278      |  0.5122   |  9.867    |  11.19    |  19.91    |  0.5189   |  34.05    |  47.48    |  53.44    |
|  279      |  0.4966   |  5.745    |  12.21    |  14.69    |  0.4062   |  38.68    |  14.54    |  92.02    |
|  280      |  0.4495   |  6.917    |  9.701    |  13.85    |  0.261    |  40.08    |  8.385    |  19.44    |
|  281      |  0.5133   |  4.261    |  12.63    |  14.02    |  0.316    |  40.67    |  22.29    |  31.54    |
|  282      |  0.5005   |  2.267    |  7.665    |  6.297    |  0.2404   |  45.24    |  84.55    |  45.68    |
|  283      |  0.4929   |  5.738    |  14.68    |  5.194    |  0.1632   |  49.08    |  88.04    |  48.78    |
|  284      |  0.5064   |  5.344    |  13.61    |  19.53    |  0.3665   |  36.17    |  48.83    |  54.85    |
|  285      |  0.4856   |  4.003    |  13.87    |  7.473    |  0.5093   |  45.9     |  85.34    |  40.77    |
|  286      |  0.5052   |  6.861    |  11.44    |  8.725    |  0.3543   |  47.3     |  14.99    |  30.45    |
|  287      |  0.5105   |  3.562    |  11.15    |  8.135    |  0.2562   |  49.96    |  79.7     |  42.67    |
|  288      |  0.5148   |  3.16     |  11.3     |  7.552    |  0.3      |  47.05    |  83.24    |  44.73    |
|  289      |  0.5213   |  7.585    |  16.32    |  19.28    |  0.4153   |  23.99    |  39.96    |  44.21    |
|  290      |  0.4857   |  4.902    |  18.98    |  15.18    |  0.5182   |  45.08    |  90.36    |  41.82    |
|  291      |  0.4933   |  2.341    |  13.49    |  10.2     |  0.1669   |  36.35    |  22.49    |  85.88    |
|  292      |  0.5031   |  7.77     |  11.88    |  9.487    |  0.2329   |  46.66    |  16.27    |  30.48    |
|  293      |  0.496    |  3.758    |  7.191    |  8.81     |  0.3592   |  47.46    |  84.18    |  44.14    |
|  294      |  0.4973   |  4.286    |  15.51    |  6.231    |  0.1675   |  47.34    |  89.41    |  47.65    |
|  295      |  0.5055   |  6.82     |  5.139    |  13.98    |  0.308    |  49.42    |  84.72    |  40.81    |
|  296      |  0.4896   |  2.78     |  10.86    |  7.822    |  0.5449   |  44.36    |  80.39    |  47.64    |
|  297      |  0.497    |  2.226    |  12.06    |  6.882    |  0.2194   |  44.45    |  78.77    |  43.92    |
|  298      |  0.5121   |  7.588    |  11.57    |  17.76    |  0.5172   |  35.9     |  49.2     |  55.08    |
|  299      |  0.5052   |  5.139    |  9.156    |  15.19    |  0.4029   |  47.26    |  87.16    |  45.53    |
|  300      |  0.5053   |  8.459    |  9.896    |  17.29    |  0.2876   |  35.17    |  46.65    |  56.0     |
|  301      |  0.5012   |  4.209    |  9.46     |  8.236    |  0.3779   |  48.8     |  82.62    |  41.46    |
|  302      |  0.4986   |  4.01     |  8.653    |  13.72    |  0.4902   |  48.34    |  87.09    |  45.49    |
|  303      |  0.4798   |  3.7      |  9.262    |  11.17    |  0.5638   |  47.51    |  86.89    |  45.06    |
|  304      |  0.5098   |  2.574    |  9.991    |  7.353    |  0.3196   |  41.45    |  83.69    |  44.22    |
|  305      |  0.494    |  2.038    |  9.417    |  8.85     |  0.5448   |  47.95    |  81.15    |  47.24    |
|  306      |  0.4943   |  3.984    |  11.1     |  7.38     |  0.5385   |  47.03    |  88.77    |  47.57    |
|  307      |  0.4928   |  5.479    |  10.55    |  7.61     |  0.541    |  48.61    |  89.39    |  48.55    |
|  308      |  0.5108   |  6.298    |  16.0     |  7.254    |  0.5531   |  49.07    |  50.63    |  57.36    |
|  309      |  0.5097   |  3.8      |  12.39    |  7.679    |  0.3816   |  47.75    |  83.31    |  43.88    |
|  310      |  0.5089   |  5.861    |  8.321    |  7.615    |  0.2919   |  44.36    |  87.11    |  42.41    |
|  311      |  0.4868   |  5.07     |  12.24    |  5.044    |  0.2275   |  47.99    |  83.12    |  38.01    |
|  312      |  0.4811   |  5.86     |  10.02    |  14.0     |  0.5784   |  49.83    |  88.96    |  49.14    |
|  313      |  0.5195   |  4.719    |  11.37    |  14.52    |  0.2536   |  42.16    |  24.04    |  32.17    |
|  314      |  0.5206   |  4.262    |  10.09    |  15.85    |  0.411    |  44.1     |  23.37    |  31.16    |
|  315      |  0.5236   |  6.243    |  14.36    |  5.345    |  0.4116   |  48.64    |  51.02    |  57.29    |
|  316      |  0.5208   |  6.14     |  11.18    |  7.861    |  0.3558   |  48.78    |  20.23    |  50.03    |
|  317      |  0.5131   |  8.888    |  15.12    |  17.46    |  0.5412   |  23.04    |  40.92    |  44.19    |
|  318      |  0.4939   |  2.824    |  8.936    |  6.886    |  0.1819   |  48.45    |  89.01    |  47.74    |
|  319      |  0.5021   |  4.878    |  13.09    |  8.892    |  0.3837   |  44.18    |  82.92    |  45.23    |
|  320      |  0.5187   |  6.155    |  16.58    |  17.67    |  0.5936   |  23.54    |  40.1     |  42.32    |
|  321      |  0.52     |  7.612    |  10.68    |  15.22    |  0.2044   |  44.57    |  23.75    |  31.53    |
|  322      |  0.5008   |  5.05     |  10.97    |  17.62    |  0.1554   |  44.42    |  21.19    |  33.34    |
|  323      |  0.4956   |  2.981    |  16.67    |  8.326    |  0.2056   |  44.39    |  82.99    |  46.62    |
|  324      |  0.5199   |  8.979    |  11.17    |  15.3     |  0.4185   |  44.74    |  22.75    |  29.74    |
|  325      |  0.5116   |  8.245    |  10.3     |  17.75    |  0.3202   |  35.61    |  50.51    |  53.15    |
|  326      |  0.5025   |  5.165    |  8.987    |  6.991    |  0.1767   |  46.26    |  81.48    |  41.64    |
|  327      |  0.5114   |  5.763    |  16.47    |  16.66    |  0.372    |  24.86    |  42.76    |  40.28    |
|  328      |  0.5027   |  4.901    |  15.93    |  9.64     |  0.3665   |  45.42    |  81.42    |  48.24    |
|  329      |  0.4949   |  6.741    |  7.456    |  8.582    |  0.2068   |  41.4     |  82.39    |  44.38    |
|  330      |  0.5096   |  7.482    |  16.43    |  19.03    |  0.5061   |  34.1     |  44.81    |  53.27    |
|  331      |  0.5149   |  9.458    |  5.101    |  9.582    |  0.4056   |  10.35    |  80.05    |  45.79    |
|  332      |  0.5097   |  4.468    |  11.46    |  8.681    |  0.5427   |  48.65    |  87.65    |  48.35    |
|  333      |  0.504    |  4.449    |  17.13    |  16.29    |  0.1747   |  24.52    |  41.91    |  41.91    |
|  334      |  0.5197   |  5.444    |  13.38    |  10.96    |  0.2647   |  39.75    |  20.35    |  33.7     |
|  335      |  0.5142   |  7.703    |  9.51     |  14.88    |  0.2972   |  43.74    |  23.09    |  32.72    |
|  336      |  0.5242   |  7.167    |  16.78    |  19.82    |  0.5077   |  22.87    |  40.17    |  46.08    |
|  337      |  0.5217   |  5.532    |  10.62    |  8.362    |  0.4073   |  47.39    |  18.55    |  50.05    |
|  338      |  0.5116   |  6.025    |  13.33    |  13.61    |  0.3188   |  40.02    |  21.42    |  31.44    |
|  339      |  0.5052   |  9.689    |  9.955    |  18.93    |  0.2735   |  34.49    |  48.7     |  56.12    |
|  340      |  0.5191   |  9.345    |  14.61    |  17.87    |  0.4802   |  21.02    |  39.15    |  45.42    |
|  341      |  0.5088   |  4.58     |  13.31    |  7.246    |  0.3792   |  47.65    |  20.69    |  50.78    |
|  342      |  0.5078   |  7.92     |  12.08    |  18.07    |  0.1731   |  21.9     |  38.59    |  44.32    |
|  343      |  0.5184   |  5.818    |  11.74    |  15.22    |  0.4543   |  44.77    |  22.64    |  33.92    |
|  344      |  0.5051   |  7.947    |  9.293    |  16.44    |  0.2919   |  36.15    |  51.45    |  54.46    |
|  345      |  0.5258   |  5.566    |  16.89    |  5.571    |  0.5286   |  49.47    |  51.9     |  58.16    |
|  346      |  0.5111   |  5.015    |  15.81    |  16.84    |  0.3597   |  27.52    |  43.05    |  40.6     |
|  347      |  0.5104   |  3.935    |  10.99    |  13.62    |  0.3203   |  45.93    |  23.39    |  31.79    |
|  348      |  0.5117   |  6.333    |  10.18    |  8.107    |  0.5994   |  46.44    |  20.78    |  49.2     |
|  349      |  0.5025   |  6.155    |  15.02    |  6.38     |  0.266    |  49.98    |  51.04    |  55.16    |
|  350      |  0.5047   |  3.901    |  15.93    |  17.08    |  0.258    |  25.47    |  43.92    |  41.48    |
|  351      |  0.5107   |  6.302    |  11.77    |  10.98    |  0.5243   |  39.58    |  20.63    |  34.24    |
|  352      |  0.5108   |  6.618    |  16.65    |  19.14    |  0.2023   |  24.69    |  37.23    |  43.46    |
|  353      |  0.5212   |  7.266    |  13.05    |  8.087    |  0.5899   |  48.33    |  18.72    |  49.61    |
|  354      |  0.5125   |  5.889    |  11.68    |  6.799    |  0.4131   |  48.32    |  20.42    |  53.25    |
|  355      |  0.5005   |  5.422    |  13.04    |  11.96    |  0.2041   |  40.81    |  21.18    |  33.24    |
|  356      |  0.5071   |  8.611    |  9.02     |  6.252    |  0.504    |  48.71    |  19.21    |  50.69    |
|  357      |  0.4831   |  6.278    |  7.934    |  14.49    |  0.1964   |  45.91    |  22.12    |  32.18    |
|  358      |  0.5242   |  8.926    |  14.73    |  7.667    |  0.3378   |  47.35    |  19.97    |  48.31    |
|  359      |  0.5282   |  7.512    |  11.6     |  6.574    |  0.5779   |  48.95    |  20.88    |  51.32    |
|  360      |  0.5169   |  5.617    |  11.06    |  15.13    |  0.3748   |  43.82    |  23.39    |  32.08    |
|  361      |  0.4904   |  3.059    |  14.51    |  9.067    |  0.2146   |  44.34    |  83.03    |  50.14    |
|  362      |  0.5198   |  7.056    |  15.6     |  17.74    |  0.5468   |  19.46    |  42.06    |  44.89    |
|  363      |  0.5157   |  8.103    |  9.62     |  6.662    |  0.3829   |  46.8     |  18.68    |  50.99    |
|  364      |  0.5142   |  6.689    |  14.54    |  6.199    |  0.5165   |  46.99    |  51.26    |  56.27    |
|  365      |  0.5048   |  5.542    |  13.86    |  5.642    |  0.2777   |  48.56    |  49.09    |  58.01    |
|  366      |  0.5049   |  9.011    |  12.52    |  8.107    |  0.252    |  46.94    |  20.13    |  53.57    |
|  367      |  0.4984   |  6.411    |  11.99    |  9.564    |  0.2436   |  47.22    |  19.15    |  50.69    |
|  368      |  0.5222   |  9.029    |  16.41    |  17.43    |  0.5074   |  18.7     |  38.47    |  43.83    |
|  369      |  0.5195   |  3.276    |  13.13    |  13.4     |  0.3676   |  41.09    |  25.25    |  31.57    |
|  370      |  0.5084   |  5.926    |  15.53    |  18.73    |  0.1606   |  25.4     |  39.08    |  44.33    |
|  371      |  0.5057   |  8.468    |  14.88    |  6.192    |  0.2611   |  48.9     |  18.72    |  46.02    |
|  372      |  0.5149   |  6.093    |  12.97    |  14.97    |  0.2041   |  47.34    |  24.1     |  33.63    |
|  373      |  0.5133   |  7.451    |  13.99    |  18.57    |  0.2953   |  22.04    |  37.12    |  44.91    |
|  374      |  0.5156   |  2.031    |  12.55    |  14.46    |  0.3757   |  43.14    |  25.9     |  33.11    |
|  375      |  0.5138   |  7.265    |  10.73    |  7.649    |  0.4662   |  45.25    |  17.99    |  49.24    |
|  376      |  0.5165   |  8.311    |  16.04    |  16.95    |  0.4778   |  18.42    |  43.16    |  43.26    |
|  377      |  0.5107   |  7.309    |  11.83    |  6.394    |  0.4354   |  45.78    |  18.57    |  51.8     |
|  378      |  0.5169   |  5.892    |  17.21    |  18.6     |  0.386    |  18.79    |  39.61    |  44.27    |
|  379      |  0.5206   |  9.305    |  17.68    |  18.58    |  0.5014   |  18.04    |  39.81    |  44.54    |
|  380      |  0.5172   |  6.247    |  15.12    |  18.4     |  0.4411   |  23.86    |  38.12    |  41.56    |
|  381      |  0.5161   |  9.263    |  17.3     |  19.97    |  0.3075   |  19.97    |  38.23    |  45.97    |
|  382      |  0.5129   |  6.133    |  12.89    |  6.509    |  0.5784   |  48.41    |  18.08    |  48.44    |
|  383      |  0.5127   |  7.683    |  13.77    |  5.294    |  0.4286   |  49.31    |  51.4     |  57.74    |
|  384      |  0.5037   |  6.642    |  13.49    |  12.32    |  0.2292   |  37.33    |  21.04    |  34.34    |
|  385      |  0.5201   |  4.654    |  11.91    |  13.63    |  0.4747   |  40.84    |  23.27    |  33.91    |
|  386      |  0.5238   |  9.387    |  15.49    |  19.0     |  0.5884   |  16.87    |  41.22    |  45.06    |
|  387      |  0.5209   |  8.329    |  11.71    |  15.81    |  0.3847   |  45.79    |  22.82    |  29.26    |
|  388      |  0.5059   |  7.509    |  11.96    |  6.635    |  0.5924   |  47.98    |  19.99    |  50.02    |
|  389      |  0.5137   |  8.491    |  15.59    |  19.55    |  0.3832   |  18.68    |  39.91    |  45.63    |
|  390      |  0.5181   |  8.321    |  17.7     |  18.31    |  0.5899   |  21.5     |  40.98    |  43.0     |
|  391      |  0.5192   |  6.7      |  13.5     |  18.78    |  0.5022   |  21.5     |  40.82    |  43.7     |
|  392      |  0.5215   |  3.437    |  12.52    |  14.05    |  0.6      |  41.83    |  24.31    |  33.12    |
|  393      |  0.515    |  9.448    |  12.65    |  14.77    |  0.2543   |  42.97    |  24.62    |  29.0     |
|  394      |  0.5002   |  8.36     |  11.78    |  7.259    |  0.2197   |  46.19    |  16.7     |  50.46    |
|  395      |  0.5108   |  8.638    |  17.34    |  16.46    |  0.256    |  20.6     |  40.19    |  44.83    |
|  396      |  0.528    |  8.052    |  16.27    |  15.83    |  0.5665   |  15.88    |  41.71    |  46.53    |
|  397      |  0.5136   |  5.126    |  17.51    |  17.97    |  0.4609   |  23.28    |  41.37    |  44.34    |
|  398      |  0.5206   |  8.324    |  14.71    |  16.33    |  0.4119   |  15.52    |  40.48    |  44.98    |
|  399      |  0.5138   |  7.098    |  16.04    |  18.06    |  0.3379   |  16.13    |  43.34    |  46.4     |
|  400      |  0.5194   |  8.163    |  13.03    |  14.39    |  0.3575   |  43.78    |  23.88    |  28.48    |
|  401      |  0.5079   |  8.321    |  15.29    |  17.75    |  0.5143   |  22.58    |  43.33    |  41.49    |
|  402      |  0.5182   |  7.524    |  16.44    |  17.91    |  0.5764   |  16.0     |  40.38    |  41.96    |
|  403      |  0.5135   |  5.581    |  11.66    |  14.18    |  0.2281   |  46.38    |  24.71    |  30.69    |
|  404      |  0.5215   |  9.273    |  15.95    |  17.78    |  0.5803   |  20.88    |  42.33    |  45.26    |
|  405      |  0.5211   |  6.398    |  17.18    |  17.89    |  0.5268   |  21.94    |  39.51    |  41.75    |
|  406      |  0.512    |  7.85     |  19.71    |  18.15    |  0.4662   |  23.55    |  39.17    |  44.07    |
|  407      |  0.5241   |  7.317    |  16.11    |  18.82    |  0.5472   |  21.54    |  39.73    |  44.29    |
|  408      |  0.5232   |  8.92     |  16.73    |  18.68    |  0.5373   |  21.54    |  36.71    |  43.55    |
|  409      |  0.5185   |  8.344    |  9.389    |  16.1     |  0.4155   |  45.04    |  24.15    |  28.75    |
|  410      |  0.5222   |  7.109    |  17.42    |  19.71    |  0.478    |  23.23    |  38.67    |  44.06    |
|  411      |  0.5092   |  5.803    |  11.14    |  14.11    |  0.2065   |  43.55    |  24.94    |  31.17    |
|  412      |  0.5133   |  4.568    |  9.619    |  16.15    |  0.2055   |  41.81    |  22.9     |  31.1     |
|  413      |  0.524    |  6.011    |  12.63    |  8.611    |  0.5567   |  49.59    |  20.22    |  49.57    |
|  414      |  0.5147   |  5.397    |  13.88    |  13.34    |  0.4111   |  42.28    |  25.18    |  35.05    |
|  415      |  0.5042   |  8.908    |  14.45    |  16.82    |  0.3912   |  17.06    |  43.26    |  46.96    |
|  416      |  0.5123   |  3.516    |  9.099    |  14.12    |  0.2034   |  41.81    |  25.01    |  33.98    |
|  417      |  0.5259   |  7.597    |  14.81    |  19.36    |  0.556    |  23.56    |  37.34    |  47.43    |
|  418      |  0.5266   |  5.777    |  15.54    |  5.113    |  0.4971   |  48.33    |  52.27    |  58.08    |
|  419      |  0.5128   |  8.521    |  17.34    |  18.66    |  0.4384   |  16.14    |  40.92    |  45.56    |
|  420      |  0.5203   |  9.087    |  13.45    |  18.53    |  0.4657   |  15.63    |  40.65    |  45.03    |
|  421      |  0.5209   |  9.201    |  12.59    |  15.37    |  0.2554   |  47.76    |  24.73    |  29.12    |
|  422      |  0.5187   |  4.745    |  13.15    |  10.58    |  0.6      |  38.42    |  19.7     |  32.74    |
|  423      |  0.5022   |  6.929    |  16.03    |  8.301    |  0.1638   |  49.74    |  20.02    |  49.71    |
|  424      |  0.5058   |  2.915    |  13.53    |  10.56    |  0.2413   |  36.96    |  21.55    |  33.34    |
|  425      |  0.5133   |  8.978    |  13.49    |  20.0     |  0.6      |  34.23    |  45.25    |  54.3     |
|  426      |  0.5116   |  4.031    |  9.931    |  13.5     |  0.2632   |  38.01    |  22.67    |  33.23    |
|  427      |  0.5171   |  8.23     |  10.45    |  13.65    |  0.1576   |  46.95    |  25.94    |  30.03    |
|  428      |  0.508    |  6.082    |  8.862    |  7.611    |  0.5691   |  48.07    |  17.02    |  51.05    |
|  429      |  0.5175   |  9.399    |  19.15    |  15.96    |  0.4935   |  15.84    |  42.35    |  46.29    |
|  430      |  0.512    |  5.519    |  18.23    |  5.034    |  0.3611   |  47.97    |  53.95    |  58.71    |
|  431      |  0.5145   |  5.309    |  14.86    |  16.02    |  0.3629   |  19.89    |  40.59    |  45.23    |
|  432      |  0.5131   |  9.641    |  15.84    |  13.15    |  0.528    |  13.93    |  43.0     |  47.11    |
|  433      |  0.5175   |  7.019    |  18.77    |  17.79    |  0.5891   |  18.69    |  43.77    |  45.86    |
|  434      |  0.5206   |  9.943    |  11.42    |  13.89    |  0.3731   |  46.18    |  25.27    |  27.26    |
|  435      |  0.5229   |  8.247    |  13.54    |  15.04    |  0.3318   |  47.42    |  24.59    |  28.14    |
|  436      |  0.5131   |  9.184    |  19.08    |  17.16    |  0.2963   |  17.43    |  40.51    |  42.28    |
|  437      |  0.5186   |  6.016    |  18.66    |  19.01    |  0.3824   |  22.48    |  37.89    |  42.21    |
|  438      |  0.5185   |  8.432    |  16.29    |  16.67    |  0.6      |  17.31    |  41.05    |  44.77    |
|  439      |  0.518    |  9.556    |  16.63    |  18.74    |  0.4404   |  20.51    |  41.81    |  45.15    |
|  440      |  0.5075   |  8.486    |  9.543    |  6.502    |  0.3388   |  47.86    |  21.69    |  52.62    |
|  441      |  0.5178   |  3.263    |  13.83    |  12.44    |  0.3848   |  41.11    |  24.52    |  34.28    |
|  442      |  0.5188   |  6.628    |  17.33    |  16.23    |  0.4883   |  13.34    |  43.36    |  44.71    |
|  443      |  0.5195   |  8.383    |  16.71    |  15.83    |  0.6      |  14.77    |  42.27    |  45.22    |
|  444      |  0.513    |  8.098    |  9.34     |  14.49    |  0.2616   |  47.3     |  25.18    |  27.72    |
|  445      |  0.506    |  8.738    |  17.65    |  13.53    |  0.158    |  13.58    |  41.35    |  44.14    |
|  446      |  0.5163   |  7.464    |  14.1     |  19.02    |  0.3534   |  15.8     |  41.67    |  44.05    |
|  447      |  0.5077   |  4.592    |  11.74    |  14.97    |  0.15     |  43.04    |  24.32    |  34.56    |
|  448      |  0.503    |  9.119    |  10.84    |  12.75    |  0.2579   |  47.32    |  23.44    |  28.16    |
|  449      |  0.5088   |  4.427    |  14.53    |  14.12    |  0.1723   |  44.89    |  24.05    |  31.95    |
|  450      |  0.5197   |  6.77     |  17.58    |  15.73    |  0.536    |  16.17    |  42.25    |  46.15    |
|  451      |  0.5225   |  4.49     |  11.94    |  14.51    |  0.4431   |  37.55    |  24.61    |  32.88    |
|  452      |  0.5166   |  8.392    |  11.92    |  15.21    |  0.4201   |  45.64    |  25.17    |  28.76    |
|  453      |  0.5354   |  7.483    |  16.78    |  18.21    |  0.5792   |  22.38    |  35.16    |  45.1     |
|  454      |  0.498    |  6.575    |  10.49    |  6.361    |  0.1545   |  48.48    |  23.28    |  50.49    |
|  455      |  0.5289   |  6.888    |  15.88    |  16.24    |  0.6      |  14.62    |  41.22    |  46.56    |
|  456      |  0.5121   |  9.598    |  15.31    |  18.86    |  0.2471   |  21.35    |  36.32    |  48.24    |
|  457      |  0.5225   |  6.764    |  14.43    |  18.61    |  0.5367   |  21.62    |  38.0     |  48.59    |
|  458      |  0.5152   |  7.449    |  16.8     |  18.53    |  0.6      |  22.25    |  36.86    |  45.96    |
|  459      |  0.5099   |  8.472    |  12.47    |  8.088    |  0.2993   |  49.21    |  21.9     |  50.26    |
|  460      |  0.5197   |  8.379    |  15.58    |  17.71    |  0.4015   |  21.81    |  39.21    |  47.47    |
|  461      |  0.514    |  6.838    |  14.26    |  16.5     |  0.2714   |  23.09    |  36.47    |  44.58    |
|  462      |  0.5219   |  9.504    |  16.3     |  18.56    |  0.5342   |  23.82    |  33.85    |  43.16    |
|  463      |  0.5143   |  4.212    |  13.91    |  14.19    |  0.3038   |  38.84    |  26.1     |  32.14    |
|  464      |  0.5163   |  2.549    |  10.2     |  14.95    |  0.3951   |  40.55    |  24.34    |  31.38    |
|  465      |  0.5251   |  6.033    |  16.91    |  5.338    |  0.5891   |  47.9     |  49.65    |  57.9     |
|  466      |  0.5224   |  9.082    |  16.76    |  18.45    |  0.4556   |  18.92    |  40.26    |  43.39    |
|  467      |  0.5185   |  9.721    |  19.63    |  16.73    |  0.4527   |  20.32    |  36.48    |  43.25    |
|  468      |  0.5239   |  8.319    |  18.7     |  16.37    |  0.4586   |  21.94    |  34.88    |  42.06    |
|  469      |  0.5184   |  9.225    |  16.41    |  16.21    |  0.2668   |  21.12    |  34.15    |  44.93    |
|  470      |  0.5101   |  9.906    |  13.29    |  15.21    |  0.15     |  45.92    |  23.72    |  27.75    |
