"C:\Users\korna\Documents\Учёба\Проектная практика\TrackingOptimization\venv\Scripts\python.exe" "C:/Users/korna/Documents/Учёба/Проектная практика/TrackingOptimization/main.py"
OpenCV v4.1.0

|   iter    |  target   | maxLevel  | maxMed... | points... | termCr... | termCr... |  winSize  | winSiz... |
|  720      |  0.5159   |  3.325    |  15.2     |  13.78    |  0.298    |  20.88    |  28.56    |  43.37    |
|  721      |  0.5166   |  2.703    |  13.39    |  15.9     |  0.1738   |  19.96    |  33.08    |  39.45    |
|  722      |  0.5371   |  7.971    |  8.513    |  13.54    |  0.5652   |  18.05    |  36.6     |  48.63    |
|  723      |  0.525    |  7.123    |  9.663    |  14.15    |  0.6      |  18.87    |  35.54    |  49.44    |
|  724      |  0.506    |  5.39     |  6.713    |  13.42    |  0.5949   |  17.49    |  36.95    |  46.68    |
|  725      |  0.5204   |  6.777    |  16.55    |  16.4     |  0.3863   |  17.67    |  28.23    |  40.29    |
|  726      |  0.5164   |  7.01     |  12.46    |  12.44    |  0.2104   |  21.1     |  36.21    |  48.54    |
|  727      |  0.5253   |  5.75     |  14.6     |  18.24    |  0.6      |  41.36    |  22.8     |  36.37    |
|  728      |  0.5205   |  5.137    |  11.11    |  14.72    |  0.6      |  38.28    |  25.09    |  36.55    |
|  729      |  0.5212   |  2.306    |  11.25    |  16.59    |  0.4637   |  21.85    |  30.3     |  48.72    |
|  730      |  0.5218   |  9.611    |  8.631    |  14.58    |  0.6      |  17.87    |  36.4     |  47.89    |
|  731      |  0.5197   |  4.486    |  13.9     |  16.1     |  0.3672   |  20.4     |  26.11    |  39.16    |
|  732      |  0.5192   |  5.626    |  14.58    |  14.38    |  0.5646   |  19.07    |  28.51    |  45.37    |
|  733      |  0.5176   |  3.795    |  16.78    |  15.23    |  0.3026   |  16.76    |  27.06    |  40.29    |
|  734      |  0.5025   |  6.378    |  10.77    |  12.58    |  0.1771   |  16.28    |  35.73    |  52.4     |
|  735      |  0.5213   |  8.849    |  15.02    |  19.64    |  0.4559   |  18.79    |  30.79    |  40.51    |
|  736      |  0.5259   |  2.774    |  9.807    |  15.62    |  0.5785   |  20.2     |  35.78    |  49.66    |
|  737      |  0.5196   |  4.762    |  12.2     |  16.69    |  0.5446   |  18.83    |  28.85    |  37.09    |
|  738      |  0.5139   |  3.861    |  14.12    |  18.74    |  0.2888   |  40.05    |  21.89    |  37.34    |
|  739      |  0.5099   |  2.355    |  11.18    |  15.33    |  0.207    |  19.85    |  37.46    |  51.85    |
|  740      |  0.4903   |  9.378    |  6.34     |  13.7     |  0.2074   |  17.44    |  38.31    |  48.58    |
|  741      |  0.5045   |  6.758    |  15.6     |  14.48    |  0.165    |  17.11    |  25.97    |  43.76    |
|  742      |  0.5224   |  3.971    |  14.87    |  16.97    |  0.448    |  17.4     |  29.38    |  48.06    |
|  743      |  0.523    |  5.105    |  11.93    |  13.2     |  0.5109   |  17.76    |  29.29    |  43.71    |
|  744      |  0.5162   |  3.635    |  14.31    |  13.92    |  0.3022   |  18.46    |  32.98    |  46.16    |
|  745      |  0.5334   |  3.271    |  13.58    |  13.72    |  0.6      |  16.53    |  28.37    |  45.21    |
|  746      |  0.5237   |  2.399    |  16.19    |  15.21    |  0.4698   |  19.55    |  27.87    |  36.78    |
|  747      |  0.522    |  4.705    |  14.4     |  17.78    |  0.6      |  18.89    |  30.09    |  39.53    |
|  748      |  0.5189   |  4.435    |  11.71    |  15.55    |  0.3581   |  21.41    |  29.99    |  48.04    |
|  749      |  0.5149   |  6.029    |  17.76    |  18.03    |  0.291    |  18.66    |  25.41    |  37.27    |
|  750      |  0.527    |  2.0      |  11.28    |  15.47    |  0.6      |  20.21    |  33.32    |  49.87    |
|  751      |  0.518    |  3.038    |  14.62    |  14.17    |  0.5897   |  16.69    |  26.11    |  45.64    |
|  752      |  0.5038   |  7.227    |  9.037    |  12.9     |  0.1998   |  21.33    |  35.02    |  45.77    |
|  753      |  0.5166   |  2.053    |  14.16    |  15.0     |  0.4751   |  18.76    |  30.11    |  40.82    |
|  754      |  0.5194   |  5.11     |  15.4     |  16.63    |  0.2167   |  18.85    |  27.51    |  39.55    |
|  755      |  0.5184   |  2.455    |  11.21    |  12.74    |  0.3924   |  17.76    |  29.51    |  44.44    |
|  756      |  0.5268   |  3.24     |  12.67    |  13.07    |  0.5268   |  15.35    |  27.24    |  47.42    |
|  757      |  0.5175   |  3.991    |  9.938    |  15.26    |  0.2763   |  18.69    |  27.69    |  46.64    |
|  758      |  0.5125   |  5.024    |  13.36    |  14.06    |  0.4717   |  13.02    |  26.23    |  46.94    |
|  759      |  0.5174   |  5.057    |  17.01    |  19.3     |  0.6      |  23.11    |  36.84    |  38.67    |
|  760      |  0.5269   |  2.985    |  11.02    |  13.01    |  0.6      |  20.79    |  34.38    |  49.48    |
|  761      |  0.5233   |  4.206    |  13.25    |  13.78    |  0.6      |  16.77    |  29.49    |  47.26    |
|  762      |  0.5289   |  2.445    |  14.58    |  11.0     |  0.5784   |  14.31    |  27.49    |  46.36    |
|  763      |  0.5142   |  5.243    |  19.32    |  5.0      |  0.6      |  48.85    |  50.28    |  57.18    |
|  764      |  0.5094   |  6.31     |  12.82    |  10.77    |  0.1634   |  13.67    |  28.35    |  45.0     |
|  765      |  0.5296   |  5.059    |  12.98    |  17.08    |  0.6      |  21.47    |  29.08    |  38.69    |
|  766      |  0.5198   |  2.649    |  13.89    |  12.15    |  0.3786   |  21.62    |  28.01    |  39.15    |
|  767      |  0.5131   |  3.575    |  10.14    |  17.16    |  0.2188   |  20.6     |  26.91    |  39.42    |
|  768      |  0.5195   |  4.355    |  14.57    |  15.08    |  0.6      |  21.46    |  29.03    |  37.46    |
|  769      |  0.5225   |  4.45     |  15.2     |  12.16    |  0.3601   |  16.66    |  30.19    |  44.27    |
|  770      |  0.5369   |  9.376    |  10.51    |  17.27    |  0.6      |  45.66    |  24.74    |  32.43    |
|  771      |  0.5132   |  2.732    |  10.57    |  12.27    |  0.1918   |  18.36    |  33.99    |  48.72    |
|  772      |  0.5235   |  8.913    |  9.674    |  13.15    |  0.4902   |  16.89    |  37.3     |  47.88    |
|  773      |  0.5226   |  2.195    |  13.85    |  11.12    |  0.4774   |  15.69    |  31.12    |  47.29    |
|  774      |  0.5222   |  2.958    |  10.38    |  16.53    |  0.5406   |  15.49    |  28.01    |  44.46    |
|  775      |  0.5212   |  3.127    |  13.16    |  13.56    |  0.5598   |  15.86    |  31.66    |  50.29    |
|  776      |  0.5234   |  3.295    |  13.53    |  14.76    |  0.3941   |  20.36    |  32.26    |  50.31    |
|  777      |  0.525    |  10.0     |  9.803    |  17.15    |  0.6      |  44.38    |  25.68    |  31.42    |
|  778      |  0.5117   |  8.78     |  10.92    |  15.4     |  0.2054   |  18.84    |  32.5     |  43.49    |
|  779      |  0.5245   |  6.627    |  12.71    |  19.85    |  0.6      |  23.24    |  36.03    |  48.59    |
|  780      |  0.5204   |  5.63     |  13.1     |  19.38    |  0.4116   |  19.17    |  29.21    |  40.77    |
|  781      |  0.5197   |  2.237    |  10.56    |  9.996    |  0.4244   |  15.17    |  29.76    |  47.92    |
|  782      |  0.5193   |  2.823    |  11.41    |  14.94    |  0.3903   |  13.56    |  29.33    |  48.82    |
|  783      |  0.5104   |  7.296    |  17.12    |  18.05    |  0.2614   |  42.72    |  23.3     |  38.35    |
|  784      |  0.5193   |  3.739    |  11.49    |  15.24    |  0.3908   |  15.72    |  26.9     |  45.38    |
|  785      |  0.5082   |  2.188    |  12.04    |  16.84    |  0.1611   |  17.41    |  29.59    |  45.12    |
|  786      |  0.5279   |  3.606    |  15.86    |  11.02    |  0.4729   |  13.99    |  29.82    |  45.55    |
|  787      |  0.5283   |  5.896    |  16.53    |  16.35    |  0.5493   |  22.31    |  27.08    |  40.59    |
|  788      |  0.5225   |  5.4      |  15.85    |  15.8     |  0.4861   |  24.42    |  27.31    |  37.31    |
|  789      |  0.5229   |  3.852    |  15.15    |  10.55    |  0.4341   |  13.07    |  30.87    |  47.58    |
|  790      |  0.5002   |  2.366    |  12.53    |  8.285    |  0.2437   |  13.5     |  26.47    |  46.24    |
|  791      |  0.5297   |  2.422    |  13.97    |  12.96    |  0.6      |  14.37    |  28.94    |  45.16    |
|  792      |  0.5136   |  2.754    |  13.71    |  11.54    |  0.2639   |  19.0     |  31.06    |  50.23    |
|  793      |  0.5221   |  4.446    |  16.03    |  12.45    |  0.422    |  16.86    |  30.8     |  47.32    |
|  794      |  0.5132   |  7.102    |  15.26    |  13.28    |  0.5347   |  23.09    |  30.11    |  39.13    |
|  795      |  0.517    |  4.524    |  11.2     |  17.17    |  0.6      |  19.74    |  32.74    |  49.96    |
|  796      |  0.515    |  2.407    |  15.63    |  14.87    |  0.2462   |  23.04    |  27.52    |  40.82    |
|  797      |  0.5051   |  2.468    |  12.72    |  10.86    |  0.1585   |  15.27    |  28.99    |  46.79    |
|  798      |  0.5191   |  6.701    |  14.84    |  17.89    |  0.6      |  22.14    |  27.96    |  39.37    |
|  799      |  0.5136   |  5.481    |  17.44    |  17.84    |  0.3397   |  24.06    |  24.71    |  42.34    |
|  800      |  0.5181   |  5.261    |  10.63    |  19.98    |  0.4461   |  23.59    |  37.17    |  49.51    |
|  801      |  0.5269   |  2.372    |  7.629    |  12.0     |  0.5997   |  13.79    |  29.61    |  46.99    |
|  802      |  0.526    |  10.0     |  10.83    |  17.53    |  0.6      |  17.68    |  34.23    |  46.53    |
|  803      |  0.5164   |  4.149    |  16.28    |  11.88    |  0.2427   |  16.76    |  28.81    |  46.88    |
|  804      |  0.5302   |  5.06     |  12.38    |  13.42    |  0.6      |  21.02    |  33.49    |  49.89    |
|  805      |  0.5205   |  4.32     |  12.65    |  17.36    |  0.6      |  23.58    |  33.01    |  43.62    |
|  806      |  0.5272   |  4.845    |  17.89    |  15.18    |  0.6      |  21.35    |  27.23    |  38.79    |
|  807      |  0.5312   |  2.136    |  10.75    |  14.96    |  0.6      |  22.76    |  33.62    |  48.32    |
|  808      |  0.5213   |  4.144    |  11.87    |  14.54    |  0.6      |  39.77    |  23.61    |  36.46    |
|  809      |  0.5131   |  5.533    |  14.95    |  18.97    |  0.6      |  43.29    |  24.17    |  34.62    |
|  810      |  0.5212   |  5.567    |  19.73    |  19.03    |  0.3952   |  19.96    |  29.53    |  39.83    |
|  811      |  0.5174   |  5.66     |  17.28    |  11.64    |  0.2696   |  12.54    |  31.02    |  45.54    |
|  812      |  0.5117   |  2.688    |  16.83    |  8.963    |  0.2213   |  13.66    |  28.42    |  47.24    |
|  813      |  0.5322   |  2.407    |  15.64    |  13.16    |  0.6      |  14.0     |  28.77    |  47.17    |
|  814      |  0.5244   |  3.259    |  19.63    |  16.72    |  0.4878   |  21.56    |  32.7     |  37.78    |
|  815      |  0.5181   |  3.046    |  18.27    |  17.2     |  0.3954   |  19.82    |  27.41    |  39.47    |
|  816      |  0.5224   |  9.392    |  10.03    |  17.07    |  0.5933   |  46.38    |  22.69    |  33.65    |
|  817      |  0.5259   |  4.733    |  18.1     |  16.94    |  0.6      |  22.58    |  29.39    |  38.82    |
|  818      |  0.5173   |  4.565    |  17.94    |  11.97    |  0.4139   |  13.81    |  31.83    |  49.06    |
|  819      |  0.5225   |  3.199    |  16.85    |  13.12    |  0.4421   |  12.77    |  29.9     |  44.82    |
|  820      |  0.5215   |  10.0     |  11.6     |  16.35    |  0.6      |  41.69    |  26.44    |  24.63    |
|  821      |  0.5138   |  10.0     |  10.59    |  18.02    |  0.6      |  46.7     |  24.18    |  31.07    |
|  822      |  0.4944   |  3.709    |  5.866    |  11.98    |  0.3238   |  13.59    |  31.44    |  47.81    |
|  823      |  0.5156   |  3.305    |  14.68    |  15.02    |  0.3548   |  13.36    |  31.25    |  47.15    |
|  824      |  0.5251   |  4.08     |  7.993    |  12.27    |  0.4431   |  14.04    |  27.39    |  47.88    |
|  825      |  0.514    |  5.822    |  19.31    |  18.39    |  0.3347   |  23.09    |  24.78    |  38.08    |
|  826      |  0.5304   |  2.121    |  15.96    |  12.43    |  0.6      |  14.6     |  27.59    |  44.86    |
|  827      |  0.5104   |  2.486    |  17.66    |  16.42    |  0.2114   |  20.32    |  34.13    |  36.79    |
|  828      |  0.5295   |  2.421    |  17.76    |  15.12    |  0.5851   |  21.01    |  30.33    |  39.58    |
|  829      |  0.5195   |  4.155    |  17.94    |  14.66    |  0.2934   |  20.3     |  25.63    |  35.93    |
|  830      |  0.5234   |  2.085    |  10.41    |  13.85    |  0.4368   |  12.7     |  27.0     |  45.13    |
|  831      |  0.524    |  3.968    |  15.24    |  17.15    |  0.5071   |  23.06    |  27.37    |  37.83    |
|  832      |  0.5222   |  2.525    |  16.68    |  17.71    |  0.6      |  21.46    |  30.61    |  39.0     |
|  833      |  0.5247   |  4.55     |  10.61    |  14.47    |  0.4195   |  22.25    |  33.42    |  47.44    |
|  834      |  0.5249   |  2.493    |  7.895    |  13.32    |  0.3866   |  13.37    |  26.62    |  46.06    |
|  835      |  0.5201   |  5.883    |  11.89    |  16.36    |  0.6      |  20.41    |  31.19    |  38.63    |
|  836      |  0.5133   |  5.82     |  14.89    |  15.06    |  0.1504   |  23.74    |  24.99    |  40.4     |
|  837      |  0.5119   |  2.819    |  17.65    |  10.27    |  0.3168   |  16.97    |  28.33    |  40.44    |
|  838      |  0.524    |  5.543    |  14.82    |  14.87    |  0.6      |  17.76    |  31.29    |  49.77    |
|  839      |  0.5208   |  2.864    |  15.83    |  13.76    |  0.5578   |  12.24    |  28.85    |  49.22    |
|  840      |  0.5214   |  2.211    |  14.22    |  11.12    |  0.3986   |  12.81    |  32.26    |  49.73    |
|  841      |  0.5309   |  4.123    |  16.86    |  17.2     |  0.5796   |  14.26    |  29.59    |  44.44    |
|  842      |  0.5144   |  4.063    |  19.3     |  18.02    |  0.1501   |  14.3     |  32.03    |  46.57    |
|  843      |  0.5138   |  5.219    |  15.96    |  19.19    |  0.3479   |  12.44    |  30.91    |  43.59    |
|  844      |  0.5204   |  5.052    |  17.85    |  15.37    |  0.6      |  20.47    |  29.44    |  40.7     |
|  845      |  0.5125   |  3.911    |  12.24    |  12.93    |  0.4186   |  23.12    |  33.02    |  49.06    |
|  846      |  0.5216   |  8.29     |  10.96    |  17.06    |  0.6      |  45.06    |  25.76    |  33.13    |
|  847      |  0.5288   |  5.759    |  14.29    |  12.76    |  0.6      |  19.39    |  33.37    |  49.69    |
|  848      |  0.5253   |  3.521    |  15.54    |  14.91    |  0.6      |  15.41    |  29.01    |  44.44    |
|  849      |  0.524    |  2.411    |  19.11    |  17.18    |  0.5112   |  21.61    |  31.47    |  39.42    |
|  850      |  0.5255   |  3.459    |  19.24    |  19.62    |  0.5564   |  21.5     |  31.08    |  38.16    |
|  851      |  0.5207   |  6.533    |  16.88    |  14.93    |  0.4043   |  14.57    |  32.57    |  44.33    |
|  852      |  0.5185   |  3.238    |  18.7     |  15.81    |  0.5712   |  17.67    |  30.65    |  40.5     |
|  853      |  0.5162   |  2.053    |  9.046    |  13.87    |  0.4311   |  15.8     |  27.1     |  51.04    |
|  854      |  0.5086   |  2.851    |  19.63    |  14.31    |  0.1571   |  23.92    |  30.25    |  37.72    |
|  855      |  0.5133   |  5.708    |  17.86    |  18.1     |  0.2971   |  15.48    |  27.9     |  47.07    |
|  856      |  0.5092   |  2.912    |  17.25    |  19.94    |  0.1841   |  18.06    |  31.99    |  38.92    |
|  857      |  0.5237   |  9.183    |  15.73    |  13.02    |  0.54     |  18.98    |  32.31    |  50.56    |
|  858      |  0.5153   |  3.204    |  9.787    |  7.22     |  0.5357   |  44.9     |  18.95    |  49.95    |
|  859      |  0.5333   |  7.546    |  11.13    |  15.15    |  0.6      |  40.83    |  26.16    |  24.69    |
|  860      |  0.5147   |  2.765    |  9.518    |  11.52    |  0.2934   |  13.0     |  31.02    |  45.69    |
|  861      |  0.5167   |  2.531    |  18.24    |  15.31    |  0.2725   |  15.89    |  30.17    |  49.03    |
|  862      |  0.5128   |  9.337    |  14.29    |  11.23    |  0.6      |  18.9     |  35.46    |  41.69    |
|  863      |  0.5212   |  5.075    |  16.79    |  15.97    |  0.368    |  12.74    |  28.23    |  44.7     |
|  864      |  0.5188   |  2.393    |  16.46    |  15.14    |  0.3728   |  18.42    |  30.84    |  48.54    |
|  865      |  0.5129   |  2.029    |  19.14    |  14.8     |  0.1813   |  12.9     |  26.26    |  45.11    |
|  866      |  0.5135   |  2.594    |  9.563    |  13.67    |  0.2652   |  14.2     |  25.15    |  47.07    |
|  867      |  0.534    |  5.072    |  7.56     |  10.91    |  0.5905   |  12.68    |  28.19    |  43.69    |
|  868      |  0.5265   |  4.279    |  16.75    |  15.7     |  0.6      |  40.47    |  23.8     |  37.96    |
|  869      |  0.5314   |  3.092    |  12.93    |  18.76    |  0.6      |  20.92    |  29.41    |  38.22    |
|  870      |  0.5392   |  3.577    |  7.698    |  11.71    |  0.6      |  14.39    |  28.01    |  44.42    |
|  871      |  0.5226   |  5.172    |  18.36    |  16.54    |  0.6      |  14.84    |  29.87    |  42.95    |
|  872      |  0.5214   |  8.063    |  13.5     |  14.29    |  0.395    |  20.75    |  34.48    |  50.07    |
|  873      |  0.5132   |  5.948    |  15.42    |  13.43    |  0.2601   |  21.44    |  32.63    |  48.5     |
|  874      |  0.5275   |  4.707    |  9.718    |  11.82    |  0.4171   |  15.49    |  27.02    |  44.01    |
|  875      |  0.4934   |  6.9      |  7.159    |  12.59    |  0.3458   |  15.49    |  25.22    |  44.07    |
|  876      |  0.5268   |  3.217    |  9.467    |  10.12    |  0.5138   |  17.62    |  26.64    |  44.01    |
|  877      |  0.5282   |  2.916    |  7.21     |  12.4     |  0.4254   |  17.29    |  26.66    |  45.08    |
|  878      |  0.4577   |  4.05     |  5.286    |  9.029    |  0.338    |  14.7     |  27.46    |  43.41    |
|  879      |  0.5185   |  2.5      |  11.26    |  18.91    |  0.3457   |  20.76    |  29.32    |  39.83    |
|  880      |  0.5081   |  4.278    |  6.282    |  13.77    |  0.5026   |  12.25    |  30.02    |  43.91    |
|  881      |  0.5155   |  4.702    |  11.78    |  17.37    |  0.2832   |  23.97    |  28.68    |  37.32    |
|  882      |  0.5229   |  8.766    |  8.527    |  12.05    |  0.3022   |  17.25    |  34.3     |  48.52    |
|  883      |  0.5197   |  8.566    |  18.05    |  18.32    |  0.3191   |  21.24    |  28.12    |  41.76    |
|  884      |  0.5185   |  9.21     |  9.071    |  19.17    |  0.6      |  17.75    |  33.68    |  44.69    |
|  885      |  0.5153   |  2.092    |  16.6     |  18.08    |  0.1503   |  23.2     |  30.06    |  34.37    |
|  886      |  0.4914   |  4.934    |  6.803    |  12.46    |  0.2084   |  19.41    |  28.89    |  46.22    |
|  887      |  0.5316   |  5.022    |  15.35    |  14.48    |  0.6      |  38.32    |  24.69    |  38.99    |
|  888      |  0.529    |  4.487    |  14.63    |  19.66    |  0.6      |  21.13    |  29.22    |  37.08    |
|  889      |  0.5081   |  3.027    |  7.778    |  12.41    |  0.1694   |  14.49    |  28.15    |  46.04    |
|  890      |  0.5236   |  3.933    |  18.73    |  16.46    |  0.6      |  20.23    |  29.81    |  37.12    |
|  891      |  0.5268   |  2.143    |  16.42    |  15.88    |  0.4931   |  12.23    |  29.15    |  44.17    |
|  892      |  0.5165   |  3.05     |  9.447    |  9.823    |  0.5178   |  12.14    |  29.27    |  50.17    |
|  893      |  0.5256   |  6.803    |  12.69    |  12.98    |  0.6      |  19.22    |  31.81    |  50.99    |
|  894      |  0.5385   |  5.984    |  20.0     |  18.39    |  0.6      |  22.2     |  32.03    |  38.41    |
|  895      |  0.51     |  2.964    |  17.57    |  18.98    |  0.2047   |  24.7     |  29.95    |  40.7     |
|  896      |  0.5073   |  2.332    |  7.933    |  12.09    |  0.1681   |  18.06    |  29.25    |  40.87    |
|  897      |  0.511    |  2.139    |  10.88    |  11.1     |  0.2313   |  13.15    |  25.32    |  42.46    |
|  898      |  0.5287   |  2.494    |  17.55    |  13.34    |  0.6      |  20.09    |  28.5     |  38.79    |
|  899      |  0.5062   |  2.393    |  17.05    |  15.93    |  0.2073   |  40.58    |  24.92    |  40.02    |
|  900      |  0.522    |  4.456    |  13.03    |  13.0     |  0.6      |  19.78    |  35.3     |  49.4     |
|  901      |  0.5177   |  2.701    |  7.394    |  11.14    |  0.522    |  12.33    |  27.46    |  46.29    |
|  902      |  0.5221   |  7.921    |  13.77    |  15.79    |  0.6      |  20.61    |  35.81    |  41.16    |
|  903      |  0.5244   |  2.135    |  15.01    |  13.81    |  0.5454   |  12.67    |  29.07    |  45.81    |
|  904      |  0.5225   |  6.516    |  18.89    |  19.03    |  0.6      |  22.09    |  31.05    |  37.13    |
|  905      |  0.5182   |  2.949    |  15.22    |  12.81    |  0.3484   |  37.71    |  22.55    |  39.1     |
|  906      |  0.5183   |  9.866    |  13.36    |  11.67    |  0.4654   |  17.86    |  31.07    |  47.99    |
|  907      |  0.5118   |  6.215    |  15.67    |  14.06    |  0.1925   |  14.16    |  31.38    |  49.62    |
|  908      |  0.5194   |  2.472    |  17.68    |  13.49    |  0.3413   |  22.12    |  31.69    |  41.41    |
|  909      |  0.5205   |  5.371    |  8.739    |  13.27    |  0.3463   |  14.95    |  29.41    |  42.43    |
|  910      |  0.5245   |  4.658    |  16.81    |  14.82    |  0.5925   |  37.22    |  22.51    |  37.43    |
|  911      |  0.5331   |  2.0      |  8.632    |  15.28    |  0.6      |  21.86    |  33.36    |  49.14    |
|  912      |  0.5261   |  9.432    |  16.05    |  14.11    |  0.5362   |  17.27    |  32.89    |  47.08    |
|  913      |  0.5123   |  8.479    |  15.67    |  16.14    |  0.1792   |  38.34    |  24.73    |  39.4     |
|  914      |  0.5138   |  9.771    |  19.61    |  15.46    |  0.2141   |  16.86    |  32.11    |  49.97    |
|  915      |  0.5211   |  2.615    |  16.51    |  14.66    |  0.5684   |  23.28    |  25.71    |  36.27    |
|  916      |  0.5199   |  3.44     |  18.83    |  18.85    |  0.5354   |  13.02    |  28.28    |  42.67    |
|  917      |  0.5292   |  2.0      |  8.638    |  12.72    |  0.6      |  12.77    |  28.77    |  48.84    |
|  918      |  0.5143   |  4.434    |  7.314    |  11.29    |  0.3046   |  10.69    |  29.7     |  42.81    |
|  919      |  0.5236   |  2.0      |  17.04    |  13.21    |  0.6      |  19.76    |  30.99    |  38.21    |
|  920      |  0.4995   |  5.263    |  7.776    |  12.79    |  0.2287   |  11.98    |  26.93    |  49.54    |
|  921      |  0.5187   |  2.621    |  19.04    |  12.22    |  0.5248   |  15.16    |  30.96    |  44.39    |
|  922      |  0.531    |  2.921    |  17.99    |  10.76    |  0.5743   |  20.91    |  29.96    |  37.96    |
|  923      |  0.5222   |  9.292    |  11.74    |  15.09    |  0.478    |  15.55    |  32.63    |  49.51    |
|  924      |  0.5233   |  10.0     |  13.48    |  13.85    |  0.6      |  17.59    |  34.08    |  48.83    |
|  925      |  0.5214   |  5.437    |  17.45    |  17.33    |  0.5421   |  36.85    |  23.13    |  39.3     |
|  926      |  0.5205   |  6.214    |  18.17    |  14.36    |  0.4009   |  38.83    |  23.25    |  36.64    |
|  927      |  0.5192   |  4.044    |  16.75    |  9.133    |  0.5381   |  18.89    |  31.67    |  35.2     |
|  928      |  0.5104   |  8.663    |  10.33    |  17.22    |  0.2011   |  45.32    |  23.6     |  31.83    |
|  929      |  0.5089   |  2.584    |  11.86    |  14.07    |  0.1785   |  14.27    |  27.32    |  42.85    |
|  930      |  0.5067   |  7.153    |  18.33    |  9.077    |  0.2763   |  20.26    |  29.13    |  37.3     |
|  931      |  0.5119   |  8.358    |  10.16    |  12.58    |  0.2445   |  19.69    |  32.9     |  50.88    |
|  932      |  0.5174   |  4.466    |  19.46    |  18.87    |  0.519    |  24.94    |  33.96    |  36.04    |
|  933      |  0.5246   |  2.626    |  16.67    |  17.15    |  0.4582   |  12.83    |  30.1     |  41.12    |
|  934      |  0.5111   |  2.367    |  15.04    |  17.61    |  0.1615   |  14.53    |  27.09    |  43.85    |
|  935      |  0.5125   |  7.447    |  14.59    |  17.33    |  0.4265   |  41.01    |  20.18    |  36.02    |
|  936      |  0.5095   |  9.957    |  8.869    |  18.86    |  0.2138   |  45.52    |  26.12    |  34.64    |
|  937      |  0.5315   |  5.432    |  20.0     |  18.98    |  0.6      |  21.82    |  33.45    |  39.48    |
|  938      |  0.5155   |  2.052    |  16.99    |  13.26    |  0.2343   |  15.54    |  30.54    |  44.73    |
|  939      |  0.5087   |  2.358    |  16.05    |  10.73    |  0.1547   |  19.53    |  30.95    |  37.91    |
|  940      |  0.519    |  4.133    |  17.72    |  15.96    |  0.2191   |  10.4     |  29.86    |  41.27    |
|  941      |  0.5249   |  2.849    |  14.96    |  18.7     |  0.4751   |  21.44    |  25.92    |  34.32    |
|  942      |  0.516    |  2.639    |  14.9     |  19.61    |  0.3557   |  24.92    |  25.84    |  36.54    |
|  943      |  0.5209   |  4.588    |  13.26    |  13.56    |  0.5309   |  15.42    |  30.23    |  43.76    |
|  944      |  0.5158   |  5.842    |  19.3     |  14.27    |  0.2791   |  23.15    |  33.52    |  39.22    |
|  945      |  0.5291   |  9.208    |  16.53    |  16.82    |  0.4622   |  18.86    |  31.8     |  49.86    |
|  946      |  0.5113   |  2.983    |  13.11    |  18.08    |  0.1628   |  21.04    |  27.72    |  35.34    |
|  947      |  0.5185   |  10.0     |  11.17    |  15.94    |  0.6      |  46.06    |  24.84    |  33.05    |
|  948      |  0.5277   |  9.309    |  15.46    |  17.77    |  0.5993   |  15.01    |  31.04    |  48.93    |
|  949      |  0.5191   |  3.764    |  8.526    |  11.94    |  0.6      |  13.4     |  27.78    |  43.4     |
|  950      |  0.5285   |  4.543    |  13.29    |  19.6     |  0.6      |  20.87    |  31.17    |  38.19    |
|  951      |  0.5167   |  4.25     |  15.63    |  12.98    |  0.5258   |  36.96    |  25.63    |  37.21    |
|  952      |  0.5307   |  6.216    |  8.528    |  10.99    |  0.4083   |  12.44    |  28.93    |  46.33    |
|  953      |  0.522    |  3.461    |  14.8     |  18.95    |  0.4556   |  19.21    |  25.7     |  36.44    |
|  954      |  0.5144   |  2.026    |  16.67    |  11.95    |  0.4082   |  16.38    |  33.94    |  48.27    |
|  955      |  0.5158   |  9.645    |  14.67    |  15.58    |  0.5502   |  16.79    |  32.29    |  50.74    |
|  956      |  0.5211   |  3.202    |  12.8     |  12.4     |  0.5132   |  19.12    |  27.82    |  41.81    |
|  957      |  0.5242   |  2.805    |  18.14    |  16.66    |  0.6      |  13.04    |  30.77    |  43.64    |
|  958      |  0.515    |  5.778    |  16.43    |  16.33    |  0.2165   |  20.0     |  29.85    |  48.11    |
|  959      |  0.5125   |  6.714    |  10.3     |  15.39    |  0.2054   |  16.9     |  37.08    |  48.78    |
|  960      |  0.5315   |  8.716    |  15.13    |  16.78    |  0.6      |  17.22    |  31.26    |  47.24    |
|  961      |  0.5138   |  8.954    |  18.57    |  19.08    |  0.3518   |  17.62    |  32.84    |  50.43    |
|  962      |  0.5218   |  5.521    |  15.47    |  15.01    |  0.6      |  39.21    |  22.58    |  38.93    |
|  963      |  0.5189   |  4.977    |  13.45    |  11.75    |  0.514    |  38.11    |  25.43    |  39.87    |
|  964      |  0.5147   |  9.028    |  18.25    |  16.11    |  0.242    |  22.27    |  28.25    |  39.82    |
|  965      |  0.5195   |  2.439    |  8.896    |  17.58    |  0.3777   |  24.57    |  33.29    |  48.22    |
|  966      |  0.5135   |  2.25     |  7.974    |  15.09    |  0.3377   |  22.41    |  33.62    |  46.73    |
|  967      |  0.5242   |  2.874    |  16.69    |  11.41    |  0.506    |  19.72    |  27.28    |  36.9     |
|  968      |  0.5248   |  3.283    |  14.18    |  11.94    |  0.6      |  16.16    |  27.44    |  44.07    |
