video,ATA,F,F1,OTP,OTA,Deviation,PBM,FPS,Ms,fp,tp,fn,g,maxLevel,maxMedianLengthOfDisplacementDifference,pointsInGrid,termCriteria_epsilon,termCriteria_maxCount,winSize,winSizeNCC
TalhQQ9B7vc_0,0.6442534386880783,1.0,0.7755241671838538,0.43766716610340134,1.0,0.6740693848293193,0.8984887745358832,357.5940789992411,82,0,319,0,399,5,10.0,10,0.3,20,"[3, 3]","[30, 30]"
TalhQQ9B7vc_0,0.6629128636416115,1.0,0.7907316361185934,0.4560030017275453,1.0,0.707740935999438,0.920161692541989,356.0723789172288,69,0,332,0,399,5,10.0,10,0.3,20,"[3, 3]","[10, 10]"
TalhQQ9B7vc_0,0.6660848158691965,1.0,0.7928036333981239,0.4522235352866136,1.0,0.7456466704236939,0.9314602902132496,147.41410251666252,73,0,328,0,399,5,10.0,10,0.3,20,"[3, 3]","[100, 100]"
TalhQQ9B7vc_0,0.6289323983638905,1.0,0.7636640289450017,0.44950651615887693,1.0,0.718326440826845,0.9198552685122834,5.586914589034849,95,0,306,0,399,5,10.0,10,0.3,20,"[3, 3]","[1000, 1000]"
TalhQQ9B7vc_0,0.0025,0.0025,0.0025,0.0,-1.0,1.0,0.0025,480.70186132665435,1,399,1,399,399,5,10.0,10,0.3,20,"[3, 3]","[1.0, 1.0]"
TalhQQ9B7vc_0,0.5664043305960926,0.8163265306122449,0.6717587267130292,0.4466423535609073,0.6842105263157895,0.6914811823660283,0.7696646238780228,379.55353006261794,58,63,280,63,399,5,10.0,10,0.3,20,"[3, 3]","[2.0, 2.0]"
TalhQQ9B7vc_0,0.0025,0.0025,0.0025,0.0,-1.0,1.0,0.0025,437.3873222489694,1,399,1,399,399,5,10.0,10,0.3,20,"[3, 3]","[0.5, 0.5]"
TalhQQ9B7vc_0,0.6245076796244868,1.0,0.7592346245055565,0.431248032619805,1.0,0.713522301722607,0.9179570767191982,20.478738617884577,101,0,300,0,399,5,10.0,10,0.3,20,"[3, 3]","[500.0, 500.0]"
TalhQQ9B7vc_0,0.6104542529893372,1.0,0.7451084464093014,0.4007796184651791,1.0,0.733645262839402,0.9250693195952018,53.81787528836529,124,0,277,0,399,5,10.0,10,0.3,20,"[3, 3]","[250.0, 250.0]"
TalhQQ9B7vc_0,0.6276130986715445,1.0,0.7617806622409771,0.42989337425846724,1.0,0.6775993116127823,0.9035011092438403,26.39177837563429,96,0,305,0,399,5,10.0,10,0.3,20,"[3, 3]","[400.0, 400.0]"
TalhQQ9B7vc_0,0.6200578196589716,1.0,0.7540013444667047,0.4119492638102166,1.0,0.7074028054402967,0.9173690317585129,38.910692760463654,113,0,288,0,399,5,10.0,10,0.3,20,"[3, 3]","[300, 300]"
TalhQQ9B7vc_0,0.6201028471714111,1.0,0.7547878111872278,0.4207598002653016,1.0,0.7314412840928148,0.9237162732598199,15.249307432251642,109,0,292,0,399,5,10.0,10,0.3,20,"[3, 3]","[600, 600]"
TalhQQ9B7vc_0,0.6449501797162597,1.0,0.7773002234886783,0.4597140617284687,1.0,0.7175205256700934,0.9216018968096341,10.670495039684122,67,0,334,0,399,5,10.0,10,0.3,20,"[3, 3]","[700, 700]"
TalhQQ9B7vc_0,0.6392386827786678,1.0,0.7700471779909652,0.41778527725343206,1.0,0.7272671525967142,0.9281487506757113,102.1155282016088,94,0,307,0,399,5,10.0,10,0.3,20,"[3, 3]","[150, 150]"
TalhQQ9B7vc_0,0.6692278505370776,1.0,0.7958444928072242,0.4639285191733426,1.0,0.6944246362165534,0.9128539429947935,204.10317740820375,67,0,334,0,399,5,10.0,10,0.3,20,"[3, 3]","[50, 50]"
TalhQQ9B7vc_0,0.5664043305960926,0.8163265306122449,0.6717587267130292,0.4466423535609073,0.6842105263157895,0.6914811823660283,0.7696646238780228,326.1040348718661,58,63,280,63,399,5,10.0,10,0.3,20,"[3, 3]","[2.0, 2.0]"
TalhQQ9B7vc_0,0.5664043305960926,0.8163265306122449,0.6717587267130292,0.4466423535609073,0.6842105263157895,0.6914811823660283,0.7696646238780228,321.3961556282414,58,63,280,63,399,5,10.0,10,0.3,20,"[3, 3]","[2.1, 2.1]"
TalhQQ9B7vc_0,0.5664043305960926,0.8163265306122449,0.6717587267130292,0.4466423535609073,0.6842105263157895,0.6914811823660283,0.7696646238780228,329.7534450302694,58,63,280,63,399,5,10.0,10,0.3,20,"[3, 3]","[2.2, 2.2]"
TalhQQ9B7vc_0,0.5664043305960926,0.8163265306122449,0.6717587267130292,0.4466423535609073,0.6842105263157895,0.6914811823660283,0.7696646238780228,318.2895684748449,58,63,280,63,399,5,10.0,10,0.3,20,"[3, 3]","[2.3, 2.3]"
TalhQQ9B7vc_0,0.5664043305960926,0.8163265306122449,0.6717587267130292,0.4466423535609073,0.6842105263157895,0.6914811823660283,0.7696646238780228,336.67430234781773,58,63,280,63,399,5,10.0,10,0.3,20,"[3, 3]","[2.4, 2.4]"
TalhQQ9B7vc_0,0.5664043305960926,0.8163265306122449,0.6717587267130292,0.4466423535609073,0.6842105263157895,0.6914811823660283,0.7696646238780228,368.7911688947518,58,63,280,63,399,5,10.0,10,0.3,20,"[3, 3]","[2.5, 2.5]"
TalhQQ9B7vc_0,0.6073658724914506,0.8786127167630058,0.7183553299970364,0.4633221512682108,0.7894736842105263,0.7063707651099075,0.8213664796551743,365.869216086105,55,42,304,42,399,5,10.0,10,0.3,20,"[3, 3]","[2.6, 2.6]"
TalhQQ9B7vc_0,0.6073658724914506,0.8786127167630058,0.7183553299970364,0.4633221512682108,0.7894736842105263,0.7063707651099075,0.8213664796551743,364.68053871327305,55,42,304,42,399,5,10.0,10,0.3,20,"[3, 3]","[2.7, 2.7]"
TalhQQ9B7vc_0,0.6073658724914506,0.8786127167630058,0.7183553299970364,0.4633221512682108,0.7894736842105263,0.7063707651099075,0.8213664796551743,392.5952292911973,55,42,304,42,399,5,10.0,10,0.3,20,"[3, 3]","[2.8, 2.8]"
TalhQQ9B7vc_0,0.6073658724914506,0.8786127167630058,0.7183553299970364,0.4633221512682108,0.7894736842105263,0.7063707651099075,0.8213664796551743,361.7420854523441,55,42,304,42,399,5,10.0,10,0.3,20,"[3, 3]","[2.9, 2.9]"
TalhQQ9B7vc_0,0.6073658724914506,0.8786127167630058,0.7183553299970364,0.4633221512682108,0.7894736842105263,0.7063707651099075,0.8213664796551743,375.705272741412,55,42,304,42,399,5,10.0,10,0.3,20,"[3, 3]","[3.0, 3.0]"
TalhQQ9B7vc_0,0.6073658724914506,0.8786127167630058,0.7183553299970364,0.4633221512682108,0.7894736842105263,0.7063707651099075,0.8213664796551743,364.50892849940624,55,42,304,42,399,5,10.0,10,0.3,20,"[3, 3]","[3.1, 3.1]"
TalhQQ9B7vc_0,0.6073658724914506,0.8786127167630058,0.7183553299970364,0.4633221512682108,0.7894736842105263,0.7063707651099075,0.8213664796551743,368.7080805155544,55,42,304,42,399,5,10.0,10,0.3,20,"[3, 3]","[3.2, 3.2]"
TalhQQ9B7vc_0,0.6073658724914506,0.8786127167630058,0.7183553299970364,0.4633221512682108,0.7894736842105263,0.7063707651099075,0.8213664796551743,389.4288754115117,55,42,304,42,399,5,10.0,10,0.3,20,"[3, 3]","[3.3, 3.3]"
TalhQQ9B7vc_0,0.6073658724914506,0.8786127167630058,0.7183553299970364,0.4633221512682108,0.7894736842105263,0.7063707651099075,0.8213664796551743,357.8947356931418,55,42,304,42,399,5,10.0,10,0.3,20,"[3, 3]","[3.4, 3.4]"
TalhQQ9B7vc_0,0.6615502301426146,1.0,0.7895595208567407,0.45266114029989396,1.0,0.7516743941281873,0.9323673246767377,387.21706587392276,72,0,329,0,399,5,10.0,10,0.3,20,"[3, 3]","[3.5, 3.5]"
TalhQQ9B7vc_0,0.6615502301426146,1.0,0.7895595208567407,0.45266114029989396,1.0,0.7516743941281873,0.9323673246767377,358.152324153429,72,0,329,0,399,5,10.0,10,0.3,20,"[3, 3]","[3.6, 3.6]"
TalhQQ9B7vc_0,0.6615502301426146,1.0,0.7895595208567407,0.45266114029989396,1.0,0.7516743941281873,0.9323673246767377,352.7975161244418,72,0,329,0,399,5,10.0,10,0.3,20,"[3, 3]","[3.7, 3.7]"
TalhQQ9B7vc_0,0.6615502301426146,1.0,0.7895595208567407,0.45266114029989396,1.0,0.7516743941281873,0.9323673246767377,372.4652591833881,72,0,329,0,399,5,10.0,10,0.3,20,"[3, 3]","[3.8, 3.8]"
TalhQQ9B7vc_0,0.6615502301426146,1.0,0.7895595208567407,0.45266114029989396,1.0,0.7516743941281873,0.9323673246767377,364.40299577546364,72,0,329,0,399,5,10.0,10,0.3,20,"[3, 3]","[3.9, 3.9]"
TalhQQ9B7vc_0,0.6615502301426146,1.0,0.7895595208567407,0.45266114029989396,1.0,0.7516743941281873,0.9323673246767377,402.8152223539887,72,0,329,0,399,5,10.0,10,0.3,20,"[3, 3]","[4.0, 4.0]"
TalhQQ9B7vc_0,0.6615502301426146,1.0,0.7895595208567407,0.45266114029989396,1.0,0.7516743941281873,0.9323673246767377,409.7591987688109,72,0,329,0,399,5,10.0,10,0.3,20,"[3, 3]","[4.1, 4.1]"
TalhQQ9B7vc_0,0.6615502301426146,1.0,0.7895595208567407,0.45266114029989396,1.0,0.7516743941281873,0.9323673246767377,399.6766106755608,72,0,329,0,399,5,10.0,10,0.3,20,"[3, 3]","[4.2, 4.2]"
TalhQQ9B7vc_0,0.6615502301426146,1.0,0.7895595208567407,0.45266114029989396,1.0,0.7516743941281873,0.9323673246767377,380.0870696641851,72,0,329,0,399,5,10.0,10,0.3,20,"[3, 3]","[4.3, 4.3]"
TalhQQ9B7vc_0,0.6615502301426146,1.0,0.7895595208567407,0.45266114029989396,1.0,0.7516743941281873,0.9323673246767377,374.9535224906048,72,0,329,0,399,5,10.0,10,0.3,20,"[3, 3]","[4.4, 4.4]"
TalhQQ9B7vc_0,0.6615502301426146,1.0,0.7895595208567407,0.45266114029989396,1.0,0.7516743941281873,0.9323673246767377,400.41712786602216,72,0,329,0,399,5,10.0,10,0.3,20,"[3, 3]","[4.5, 4.5]"
