video,ATA,F,F1,OTP,OTA,Deviation,PBM,FPS,Ms,fp,tp,fn,g,maxLevel,maxMedianLengthOfDisplacementDifference,pointsInGrid,termCriteria_epsilon,termCriteria_maxCount,winSize,winSizeNCC,my_object
TalhQQ9B7vc_0,0.6337387318788337,1.0,0.7653831205583849,0.41428840094274477,1.0,0.7407267563310971,0.9308248221727546,79.68122282318473,99.0,0.0,302.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[202, 202]",
TalhQQ9B7vc_0,0.6401922925908246,1.0,0.77093785012727,0.41926693635844464,1.0,0.7210978101601649,0.9307830148445098,63.09635181971179,91.0,0.0,310.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[203, 203]",
TalhQQ9B7vc_0,0.6213927237752762,1.0,0.7541400781797676,0.3990267421592774,1.0,0.7190052127134474,0.9267909682925657,65.01772988553529,111.0,0.0,290.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[204, 204]",
TalhQQ9B7vc_0,0.6445346281045592,1.0,0.775118278353624,0.4314983299811407,1.0,0.7282918238702092,0.9297266484825893,80.14618225804097,87.0,0.0,314.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[205, 205]",
TalhQQ9B7vc_0,0.6222459617047968,1.0,0.7550911716504974,0.40099501789885833,1.0,0.7580591286155922,0.9355168530234775,81.14115784003266,110.0,0.0,291.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[206, 206]",
TalhQQ9B7vc_0,0.6289426764984649,1.0,0.7613940021343082,0.4136164561248891,1.0,0.7381167634123017,0.9300636750092329,77.33480046250688,104.0,0.0,297.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[207, 207]",
TalhQQ9B7vc_0,0.6243387432618897,1.0,0.7572604106790581,0.40501087880922715,1.0,0.7119684022719246,0.9233199841297426,62.78888218652057,105.0,0.0,296.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[208, 208]",
TalhQQ9B7vc_0,0.6191646286086859,1.0,0.7525498099975059,0.4007962496096996,1.0,0.7352123203483425,0.9309487208531338,76.5971722017784,112.0,0.0,289.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[209, 209]",
TalhQQ9B7vc_0,0.6125466205681429,1.0,0.7462796591562063,0.3886128414634466,1.0,0.7405684225655527,0.9290773898439294,64.71466988313097,116.0,0.0,285.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[210, 210]",
TalhQQ9B7vc_0,0.6195790198706703,1.0,0.7532234610934015,0.4066841765218111,1.0,0.7171472046316381,0.9254183520045788,77.34040689566169,113.0,0.0,288.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[211, 211]",
TalhQQ9B7vc_0,0.6149389940469433,1.0,0.7485150610975905,0.3916204926808085,1.0,0.7348155506073137,0.9301613846632825,77.688552388915,115.0,0.0,286.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[212, 212]",
TalhQQ9B7vc_0,0.6171299321181491,1.0,0.7504244642714687,0.4003725946253544,1.0,0.7115965169375364,0.9237799512766232,63.56058449489952,120.0,0.0,281.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[213, 213]",
TalhQQ9B7vc_0,0.6139690884798814,1.0,0.74700485206713,0.38371017850835093,1.0,0.7500362655571657,0.9349785017832174,77.72155250095967,116.0,0.0,285.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[214, 214]",
TalhQQ9B7vc_0,0.6117918465242004,1.0,0.7451106135165049,0.38581393204130415,1.0,0.7295299172029563,0.9302134813792498,62.09616866025214,121.0,0.0,280.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[215, 215]",
TalhQQ9B7vc_0,0.6166063116327767,1.0,0.7504357805433983,0.4020559423573956,1.0,0.753471465001522,0.9344747417485801,75.90388933519166,117.0,0.0,284.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[216, 216]",
TalhQQ9B7vc_0,0.6230614927963631,1.0,0.7559069019399888,0.4063803955603755,1.0,0.7200178338705686,0.9261208794356325,75.8828262857585,112.0,0.0,289.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[217, 217]",
TalhQQ9B7vc_0,0.6277246608882592,1.0,0.7602077360761106,0.4105718744474284,1.0,0.7215369740679685,0.9279775447793517,76.75753251815043,104.0,0.0,297.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[218, 218]",
TalhQQ9B7vc_0,0.6187475736060342,1.0,0.7515849908863182,0.39249166735573854,1.0,0.7403528393930104,0.9312078607202287,63.05443232459338,113.0,0.0,288.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[219, 219]",
TalhQQ9B7vc_0,0.6164044096364665,1.0,0.7494692740197079,0.3883072730803074,1.0,0.7428044251006088,0.9307329169630634,62.89894192013408,113.0,0.0,288.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[220, 220]",
TalhQQ9B7vc_0,0.6217248292891128,1.0,0.7546878378007895,0.40404868087848206,1.0,0.7461430528455536,0.9313115653660097,75.51452185593895,113.0,0.0,288.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[221, 221]",
TalhQQ9B7vc_0,0.616799243486134,1.0,0.750493375706577,0.40098653622685787,1.0,0.7399501738571097,0.9304601073643791,61.73313185050477,116.0,0.0,285.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[222, 222]",
TalhQQ9B7vc_0,0.6217290555469126,1.0,0.7550039803444167,0.40524141768893684,1.0,0.7162920564469076,0.9273202831962044,60.94673348465407,108.0,0.0,293.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[223, 223]",
TalhQQ9B7vc_0,0.6113691653803311,1.0,0.7455832214862069,0.3963208235371156,1.0,0.7402796708748947,0.9298029322754542,76.52573255319362,122.0,0.0,279.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[224, 224]",
TalhQQ9B7vc_0,0.6190338959557506,1.0,0.7525450082244818,0.4088461943580964,1.0,0.7409579280141618,0.9294089596169163,74.45353262813603,119.0,0.0,282.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[225, 225]",
TalhQQ9B7vc_0,0.6162850765085174,1.0,0.749529597700328,0.39393416210761123,1.0,0.745186369793867,0.9319061847606691,73.60882225175624,116.0,0.0,285.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[226, 226]",
TalhQQ9B7vc_0,0.6154132756823215,1.0,0.7492713961008506,0.40344310670778927,1.0,0.7327318021705203,0.9259131971645731,71.43934643792521,121.0,0.0,280.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[227, 227]",
TalhQQ9B7vc_0,0.6129001196789884,1.0,0.7465446272927846,0.3942453757803595,1.0,0.7274103422541008,0.9269428716736874,59.897359614855766,121.0,0.0,280.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[228, 228]",
TalhQQ9B7vc_0,0.6090882542319287,1.0,0.7424652529837803,0.3814157708418901,1.0,0.7510568953858574,0.9310399469301105,57.733917139670396,122.0,0.0,279.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[229, 229]",
TalhQQ9B7vc_0,0.612796782368281,1.0,0.7467757314649514,0.39720907410657436,1.0,0.7453754622403261,0.9316312608695041,69.94415684442627,121.0,0.0,280.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[230, 230]",
TalhQQ9B7vc_0,0.618664698609537,1.0,0.7522503092137117,0.40839716217875766,1.0,0.7405556691910853,0.9307533071088604,53.48572819278752,119.0,0.0,282.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[231, 231]",
TalhQQ9B7vc_0,0.6124613582761606,1.0,0.7468865742555931,0.4023136242689782,1.0,0.7333591780558575,0.9232395481726609,56.77256216457096,122.0,0.0,279.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[232, 232]",
TalhQQ9B7vc_0,0.6099506720249055,1.0,0.7435381312066177,0.3882557244408224,1.0,0.6957526626718358,0.9165166976653144,68.22918434239148,124.0,0.0,277.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[233, 233]",
TalhQQ9B7vc_0,0.6033916651890927,1.0,0.7380180939127868,0.3834244417309184,1.0,0.7069979537714146,0.9197261292033997,68.57250175992638,126.0,0.0,275.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[234, 234]",
TalhQQ9B7vc_0,0.6072903228452704,1.0,0.7421086956075632,0.39226882299160787,1.0,0.7410156277437694,0.926970606342666,67.44205214473203,123.0,0.0,278.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[235, 235]",
TalhQQ9B7vc_0,0.6103256820664918,1.0,0.7439208080714482,0.3866025653601222,1.0,0.7328174229909603,0.926932862059675,54.09203850486055,122.0,0.0,279.0,0.0,399.0,5.0,10.0,10.0,0.3,20.0,"[3, 3]","[236, 236]",
